pa,k_percent,bb_percent,woba,xwoba,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
665,16.2,6.5,0.362,0.357,36.7,7.5,32.0,77.865378631,93.245935871,21.9,46.1
815,28.2,7.0,0.3,0.282,31.5,5.6,39.1,79.04423537,94.148958343,28.1,47.4
881,22.5,5.1,0.276,0.291,30.2,4.4,33.2,77.282585166,93.196412053,21.6,48.2
257,17.1,8.9,0.273,0.34,36.0,10.1,37.0,76.236570632,93.25365455,26.0,49.8
564,18.1,8.3,0.322,0.327,32.8,5.4,34.5,76.754112822,93.313721881,17.8,43.6
222,20.3,3.6,0.309,0.306,28.6,7.1,44.6,80.702390964,94.775818364,22.0,48.6
790,20.4,8.0,0.277,0.313,27.5,6.1,39.8,79.37410574,94.444513755,20.9,43.5
692,20.7,8.5,0.342,0.336,33.8,5.4,32.9,77.982692318,93.540747189,22.8,45.2
262,17.6,10.7,0.325,0.334,34.6,7.6,29.2,75.493130333,92.55774838,22.1,43.3
540,22.0,8.9,0.325,0.321,35.3,7.5,36.1,76.421901685,93.62207436,23.0,45.0
577,22.9,8.1,0.296,0.308,30.1,7.9,43.1,77.314907795,94.415751825,26.3,47.8
694,21.5,6.6,0.334,0.32,31.1,7.6,41.0,77.79197595,94.39970499,22.6,47.1
523,26.6,9.4,0.313,0.306,32.7,7.9,43.0,78.810645679,94.106073611,23.3,44.3
681,29.2,6.5,0.301,0.282,35.1,8.8,34.9,78.08731436,93.203429953,27.3,47.6
837,24.0,6.0,0.279,0.288,29.9,6.1,39.4,75.365831333,93.983632175,27.3,53.3
180,11.7,13.3,0.367,0.369,30.3,7.6,39.4,80.484229545,94.59019447,17.7,44.8
205,19.5,11.7,0.29,0.321,29.7,7.2,33.3,76.464163088,93.302320667,26.1,42.5
647,22.3,6.6,0.315,0.309,32.2,7.0,37.9,76.962361681,93.440164856,22.3,46.9
255,29.8,8.2,0.264,0.292,35.7,6.4,35.0,76.811349737,93.55656,31.3,49.6
821,27.0,5.8,0.256,0.289,33.7,7.6,39.2,78.703162612,93.996080634,26.0,50.1
809,20.9,8.0,0.349,0.338,36.3,7.6,38.3,77.750217553,94.030077252,24.7,48.7
227,15.9,7.9,0.332,0.364,33.3,7.0,46.2,79.301393095,94.878066607,19.3,44.5
237,27.0,3.8,0.277,0.269,32.5,9.2,37.4,77.629034198,93.900452981,25.5,52.2
526,31.4,13.3,0.312,0.309,36.4,8.7,41.6,79.482970426,94.496902057,32.0,43.0
775,29.3,6.5,0.265,0.29,30.6,7.1,40.9,77.914911777,94.447687867,31.3,52.4
646,22.8,8.4,0.339,0.329,36.2,7.6,41.3,78.589671843,94.550554573,27.3,46.4
163,17.2,6.1,0.408,0.35,38.7,7.3,43.5,79.702032581,94.926591774,19.6,51.3
599,25.0,5.7,0.303,0.288,30.6,5.1,37.9,79.700303756,93.83353198,27.0,49.4
809,21.5,8.7,0.286,0.283,24.7,3.8,30.5,76.668594502,92.848051624,22.7,47.1
817,39.9,5.9,0.246,0.237,33.2,5.9,35.5,76.678804977,93.320113158,37.2,49.9
646,20.3,5.7,0.325,0.333,33.1,7.0,43.4,78.162474979,94.959257569,21.7,44.9
701,18.7,9.4,0.354,0.351,31.3,9.0,36.5,79.393863443,94.36229232,22.6,45.3
581,17.4,8.1,0.319,0.337,33.9,8.1,38.7,79.324354233,94.108334569,21.9,44.9
831,19.7,4.7,0.304,0.308,33.2,4.2,32.9,76.514312824,93.19115396,19.1,50.0
656,19.4,8.7,0.289,0.281,27.8,3.0,26.7,76.786797339,92.51169695,25.1,44.7
739,23.5,9.2,0.31,0.317,32.5,6.7,35.7,76.800647833,93.572409186,24.0,44.6
600,23.3,4.7,0.301,0.313,35.4,7.3,37.4,79.732935764,93.936582759,25.5,52.6
206,27.7,2.9,0.241,0.285,31.7,9.9,33.1,77.482322571,93.131533786,29.8,52.8
295,20.3,6.1,0.357,0.343,32.3,6.5,44.2,80.567643519,94.923821302,23.6,50.4
731,31.3,7.7,0.294,0.298,32.6,7.4,37.5,77.989468148,93.709835568,29.8,48.3
717,21.1,6.3,0.304,0.304,34.9,4.6,37.4,79.230778048,93.879585269,19.8,45.8
722,21.9,7.1,0.34,0.342,37.1,8.4,37.3,78.472414874,93.904787242,20.8,45.9
903,28.1,6.3,0.272,0.274,29.8,7.5,32.9,77.434162902,93.214610402,26.7,50.2
613,20.2,6.4,0.315,0.319,38.0,7.5,38.5,78.472563241,93.804930325,21.5,49.0
788,30.2,6.3,0.32,0.297,33.0,9.0,35.3,79.49947113,93.602302531,31.1,49.8
266,13.5,8.6,0.356,0.352,28.8,7.8,42.0,79.626142277,94.068312723,16.8,43.1
849,23.1,6.5,0.315,0.317,34.0,7.6,34.4,74.046742743,93.325617774,21.7,46.5
808,23.5,5.9,0.303,0.311,33.8,7.0,35.7,78.511315127,93.854074499,20.5,47.1
701,20.3,5.8,0.272,0.305,32.4,5.1,37.5,76.8236949,93.829988028,22.5,48.8
781,26.1,5.8,0.286,0.311,36.6,9.1,38.3,76.730793307,94.151290078,23.7,47.0
676,22.0,8.9,0.325,0.327,38.7,7.4,37.0,77.236397904,93.623029103,24.4,44.4
230,23.5,2.2,0.292,0.295,33.5,9.0,33.5,77.748999518,93.742611265,22.7,54.5
212,22.2,8.5,0.312,0.309,27.9,6.1,40.1,77.995838767,94.65098589,24.2,49.2
826,22.5,7.1,0.304,0.31,36.0,8.3,35.3,75.819874626,93.662809412,21.9,47.3
815,16.7,2.9,0.316,0.314,34.1,5.4,34.7,79.319844363,93.303190654,14.4,48.6
635,25.0,5.5,0.307,0.305,31.8,7.1,38.1,78.301194977,93.874537271,29.4,50.4
691,20.3,8.0,0.329,0.329,32.3,5.8,41.2,78.836638299,94.169367089,25.3,47.8
866,34.6,5.9,0.252,0.248,33.8,6.6,31.7,75.860880685,92.647810141,33.0,52.4
776,21.4,8.2,0.313,0.314,34.8,5.4,33.1,76.004916579,92.951654049,23.3,46.1
185,18.9,8.6,0.312,0.33,32.6,9.8,42.4,78.123770455,94.362620534,29.6,47.9
654,16.5,4.9,0.287,0.329,31.6,7.9,39.7,79.547834132,94.008319048,20.0,51.2
621,24.2,5.6,0.3,0.309,33.2,8.2,40.9,78.537617019,94.198156795,22.9,44.3
193,24.4,4.7,0.321,0.304,33.6,6.0,29.9,71.276990909,92.997012576,28.2,49.9
650,22.8,10.2,0.356,0.343,38.5,7.3,38.3,76.595665118,93.759440071,26.6,44.0
771,25.6,4.8,0.259,0.291,31.2,8.8,37.1,77.848459808,93.614823873,25.1,49.7
850,27.4,7.9,0.304,0.302,29.7,8.4,40.5,80.17965382,94.340095524,29.6,45.5
609,19.9,8.9,0.34,0.331,37.4,6.3,35.0,77.08313654,93.458152796,22.2,46.6
614,17.6,10.3,0.369,0.351,30.8,6.4,38.6,78.133013649,93.932480665,24.4,45.5
612,23.0,7.7,0.299,0.302,32.6,4.9,31.7,77.619143417,93.042677128,20.9,46.7
800,17.1,9.6,0.323,0.323,29.1,5.7,37.1,79.895137143,93.912067321,18.0,44.4
244,27.0,9.8,0.289,0.263,27.7,4.1,32.4,76.412044384,93.148283103,29.1,50.9
584,27.6,10.8,0.304,0.307,32.4,7.8,44.1,81.658556591,94.842019148,25.6,47.0
220,18.6,10.5,0.417,0.383,36.4,13.0,42.9,78.045116316,94.365690395,26.6,44.3
724,21.8,5.0,0.291,0.31,34.1,7.1,37.5,77.803436381,93.693936452,27.4,50.6
801,26.8,5.6,0.282,0.288,31.6,7.4,30.9,76.531302652,93.147849508,28.9,46.2
640,17.3,6.3,0.325,0.309,32.2,5.2,31.1,78.908348884,92.955678559,19.3,47.0
590,22.7,8.8,0.327,0.312,35.8,5.3,31.0,74.522581451,92.655854286,23.3,44.9
790,18.7,8.5,0.354,0.361,36.4,9.0,40.3,79.060694549,94.293487491,19.5,48.0
541,15.0,6.7,0.362,0.367,34.5,10.0,43.1,79.497765362,94.447427821,18.0,46.2
583,21.4,8.1,0.273,0.287,23.7,5.1,32.8,72.74616596,93.177216212,26.9,45.3
827,23.5,8.1,0.272,0.284,24.0,5.8,41.6,78.817299816,94.706992647,25.6,47.0
875,28.1,6.7,0.294,0.283,34.0,5.9,33.8,77.48156893,93.230290407,28.5,49.0
556,23.2,6.1,0.326,0.313,32.3,7.5,37.6,78.882235217,93.890329103,23.2,46.2
526,20.7,7.0,0.325,0.313,31.6,8.2,34.0,77.422953459,93.666610461,22.0,47.4
693,35.1,4.8,0.269,0.253,35.2,6.6,35.5,76.796564853,93.26843887,33.8,52.5
576,20.5,9.2,0.338,0.337,33.8,6.3,34.6,78.841327385,93.661571564,21.7,44.6
535,32.0,9.5,0.282,0.279,39.2,7.4,39.5,80.401602903,94.174611489,32.8,47.9
772,19.9,5.8,0.304,0.323,37.4,6.9,28.4,77.188686877,93.001822156,23.9,48.0
860,25.1,9.4,0.335,0.308,31.2,5.6,37.7,79.058752444,93.754663803,28.5,45.8
777,20.3,7.3,0.318,0.345,33.2,9.5,40.0,79.658110873,94.334380656,22.3,47.2
668,21.4,4.5,0.31,0.323,35.0,7.0,35.0,76.84727645,93.427076529,26.8,51.8
232,20.7,8.6,0.285,0.312,29.8,3.7,46.6,80.59685575,94.837836875,19.6,44.0
837,21.6,6.0,0.297,0.293,33.1,4.5,34.2,78.012765118,93.183909207,18.6,45.8
693,34.1,5.2,0.248,0.263,33.6,8.0,34.3,76.620696404,93.694755975,34.1,50.6
653,15.9,8.4,0.352,0.339,32.7,6.1,33.5,78.176597273,93.341247867,22.6,45.3
612,35.6,6.0,0.294,0.284,34.9,8.1,36.3,78.006804211,93.662111789,31.8,47.4
728,28.2,8.7,0.32,0.314,38.0,9.5,42.1,78.111657215,94.430490297,29.2,45.6
763,36.8,7.6,0.279,0.273,40.2,8.2,36.1,77.7258957,93.784333768,38.6,53.0
790,30.4,7.2,0.27,0.274,34.3,5.0,32.8,75.623727833,93.081770919,29.6,47.4
588,17.3,9.0,0.328,0.329,31.1,4.5,32.5,78.80855702,93.437062374,19.9,47.6
615,27.2,7.3,0.273,0.284,33.8,6.9,37.6,78.443293679,94.004473005,27.8,49.4
734,19.8,11.4,0.324,0.347,38.9,8.0,35.5,77.669041592,93.589989469,22.5,45.5
547,23.6,5.7,0.299,0.276,26.4,4.5,36.1,78.236945714,93.644488956,22.3,47.3
565,16.8,5.5,0.312,0.325,37.7,7.8,34.0,75.988664419,93.163365268,20.1,49.9
655,18.6,9.9,0.316,0.345,31.7,5.9,34.3,78.843843209,93.634039674,22.3,46.6
198,19.2,15.7,0.319,0.373,34.6,11.0,44.9,83.598973651,95.01771632,22.1,41.2
713,18.0,6.9,0.383,0.381,40.1,11.0,45.0,80.234807519,95.073503499,20.7,47.4
551,16.2,6.7,0.348,0.33,34.6,6.2,30.1,76.904223448,92.641790025,18.3,47.1
622,17.5,8.2,0.344,0.335,32.6,5.7,34.8,79.470706802,93.45153298,19.9,49.0
603,27.5,5.1,0.279,0.26,32.5,5.0,28.0,75.656511173,92.37269798,27.7,48.1
661,26.5,9.8,0.316,0.301,33.4,8.2,40.4,79.550170728,94.069247816,24.6,48.1
705,32.3,8.1,0.275,0.283,37.3,9.4,34.6,76.977268551,93.678942663,32.4,49.6
584,21.4,5.3,0.27,0.29,31.2,6.6,39.2,78.483580239,93.893972392,25.3,52.9
696,23.0,11.6,0.3,0.297,32.2,4.2,31.9,77.496915089,92.890019016,24.7,44.6
797,25.3,7.7,0.292,0.295,28.8,6.0,34.4,75.742294549,93.411849076,25.6,47.9
710,24.2,5.6,0.305,0.315,37.2,7.1,36.4,78.569691213,93.540558954,24.7,48.2
668,19.8,6.7,0.334,0.314,28.0,7.0,44.3,78.007244174,94.760085031,24.4,48.4
189,18.0,7.9,0.335,0.332,35.7,7.9,33.6,78.650456143,93.762085899,19.9,46.8
271,25.1,9.6,0.307,0.322,33.3,6.3,39.7,77.429804186,94.264088947,27.3,45.9
661,23.8,8.9,0.31,0.311,35.8,8.0,38.0,78.142811567,93.894195219,24.2,46.6
665,21.1,7.7,0.313,0.289,32.2,5.2,26.6,73.359951878,92.250301965,24.7,47.9
546,21.4,7.5,0.342,0.342,36.1,10.1,39.0,77.570068449,94.218153797,24.9,49.9
677,13.9,6.2,0.36,0.361,35.0,8.7,43.5,79.780080451,94.648559793,17.1,51.0
682,15.8,8.8,0.334,0.349,28.8,6.2,40.5,80.531561296,94.604080507,19.0,46.3
558,19.7,8.2,0.327,0.333,34.5,6.5,38.2,78.799666907,94.123362506,23.2,50.2
617,26.4,8.1,0.301,0.294,32.6,4.6,29.8,73.588319689,92.67287439,25.9,44.8
534,34.6,6.7,0.247,0.254,29.9,6.6,36.2,78.535401267,94.0230923,33.2,50.5
555,23.6,5.4,0.315,0.31,33.8,7.1,39.8,77.688850423,93.934838439,25.0,48.1
701,18.0,7.8,0.287,0.309,34.3,5.8,31.0,76.001327849,92.883373832,18.7,47.2
681,14.5,9.5,0.366,0.358,36.4,7.2,35.8,79.270260472,93.70698626,17.2,43.6
757,16.5,4.0,0.323,0.327,29.7,6.2,36.8,78.379602063,93.866092434,15.9,47.9
763,20.3,7.7,0.298,0.317,35.4,5.2,34.3,76.907047099,93.018461584,23.1,48.5
260,15.8,9.6,0.325,0.334,39.5,5.8,31.1,76.293347204,92.692784355,24.5,45.7
600,20.3,8.7,0.352,0.345,33.7,8.8,47.7,80.584255481,95.400197788,25.4,49.9
740,16.2,8.6,0.331,0.326,30.1,5.1,32.3,80.548342156,93.455534469,18.3,45.8
684,14.6,8.0,0.337,0.341,34.4,6.7,35.9,78.218753527,93.29712099,15.2,47.6
233,23.6,3.9,0.309,0.29,37.1,6.6,34.1,78.279451098,93.450782988,24.3,53.6
827,22.7,9.6,0.281,0.295,29.5,4.9,27.9,75.115433494,92.514745688,22.1,42.3
603,23.2,7.3,0.309,0.304,33.9,8.2,40.4,78.104083561,94.067212738,26.4,50.8
805,23.4,8.1,0.325,0.332,34.4,7.5,35.9,77.926503042,93.724410552,26.9,47.8
568,17.6,6.7,0.324,0.351,37.6,9.6,41.5,78.809965782,94.240411663,22.0,51.5
575,27.0,8.7,0.3,0.279,31.6,4.7,32.1,74.857227022,93.192723315,26.1,43.0
312,22.1,5.1,0.339,0.322,36.6,6.7,33.5,75.989788288,93.101253964,24.9,45.5
514,23.3,10.7,0.379,0.361,35.9,9.8,38.6,78.162024251,94.082304461,25.9,44.5
503,25.0,8.5,0.303,0.291,31.9,7.5,38.3,78.299761636,93.700623708,26.8,45.3
586,22.4,9.0,0.338,0.326,32.7,5.6,37.6,77.036143333,94.101839871,25.1,43.7
700,31.6,9.1,0.246,0.274,33.1,7.2,32.7,76.84673561,93.090740098,34.6,45.4
634,19.2,9.8,0.309,0.324,36.8,6.1,35.2,78.26739968,93.252466142,21.3,42.9
184,26.6,4.9,0.294,0.291,42.4,9.6,38.4,77.950794921,93.83923344,24.2,51.1
721,25.9,9.4,0.294,0.313,35.1,7.8,41.8,78.631396856,94.559456681,27.0,49.1
547,27.4,7.5,0.297,0.304,33.0,7.8,36.2,78.503322647,93.652919263,24.6,47.1
736,22.3,7.9,0.323,0.296,35.8,5.7,31.4,77.142577937,93.073733618,25.2,49.1
754,24.9,4.9,0.266,0.253,29.6,3.4,30.4,78.42124908,92.6701357,26.4,48.5
198,18.7,6.1,0.326,0.345,39.9,10.8,39.2,77.350741233,94.181606138,17.9,50.5
806,14.1,5.8,0.351,0.352,34.6,7.2,38.4,77.427465176,94.102419968,18.4,48.9
769,19.0,7.3,0.354,0.351,35.5,9.1,41.6,79.618644051,94.390029088,23.5,48.2
558,13.8,8.2,0.346,0.358,35.1,5.5,35.5,78.560786262,93.593311942,17.3,44.7
534,16.1,7.3,0.315,0.325,31.1,3.7,38.7,76.841001327,93.572425064,21.3,46.4
196,21.4,7.7,0.284,0.279,26.3,5.1,34.3,78.233579118,93.142280296,22.5,48.0
280,29.3,9.6,0.292,0.3,35.5,8.3,34.9,76.917276386,93.634904277,32.6,48.8
739,22.6,5.8,0.296,0.294,31.5,3.5,29.2,78.196721633,92.92299988,20.3,43.8
199,14.6,6.5,0.274,0.353,34.4,10.2,43.9,79.236384744,94.523202,21.0,48.8
678,20.6,7.2,0.329,0.331,33.3,8.3,37.5,79.019139333,93.794312004,23.6,48.1
517,16.8,6.6,0.343,0.333,33.2,4.9,39.3,77.083020524,93.926398766,18.3,46.0
621,28.0,7.2,0.298,0.281,32.2,8.5,36.9,77.751416869,93.790833646,28.6,51.0
741,16.9,5.4,0.311,0.317,33.9,6.3,38.1,79.435135442,94.030639187,19.2,49.8
748,14.4,6.8,0.345,0.345,35.5,7.0,37.0,81.243384179,93.787132571,16.9,48.1
739,21.4,9.2,0.319,0.321,33.7,6.1,37.6,79.719928826,93.737849168,20.6,42.8
245,28.6,6.1,0.325,0.283,27.0,7.5,32.7,76.259577436,93.336786452,24.0,48.4
781,20.2,10.6,0.319,0.329,32.2,7.6,40.2,77.184773602,94.173687869,26.0,46.5
866,20.3,5.3,0.294,0.3,31.9,4.9,31.8,75.641304415,92.894103702,21.8,49.9
587,19.1,10.2,0.361,0.359,33.8,7.8,40.7,81.433778154,94.46057162,18.4,42.9
812,19.8,5.4,0.295,0.3,32.6,5.7,30.8,74.975273162,92.907246598,21.7,44.7
624,27.1,8.2,0.274,0.274,35.5,5.5,28.7,75.76472264,92.259687538,32.1,48.9
517,21.3,7.4,0.313,0.323,34.5,7.7,43.3,79.914554222,94.82878625,24.0,47.9
669,22.3,6.1,0.321,0.32,35.0,9.3,35.9,77.666560598,93.731220726,24.3,48.7
709,22.4,7.2,0.305,0.287,34.4,6.1,32.3,77.335605187,92.730585239,23.4,46.5
563,17.9,6.4,0.382,0.372,33.8,10.1,47.2,80.856703527,94.946906416,21.3,49.5
264,23.9,5.7,0.278,0.272,30.3,6.5,42.7,80.483095495,94.491785989,25.0,51.2
156,24.4,13.5,0.278,0.331,32.3,7.5,40.9,76.816313617,94.414463978,30.0,43.0
590,16.1,8.6,0.315,0.33,35.7,9.0,40.0,78.17888445,94.165946851,21.7,48.8
754,25.7,5.4,0.31,0.312,34.5,8.0,41.2,79.634341937,94.771894139,27.1,51.5
804,18.0,6.0,0.329,0.345,35.5,7.1,33.9,77.770795017,93.393397793,21.5,48.0
858,25.3,8.3,0.299,0.284,30.5,4.8,33.3,75.664595818,93.155882382,24.4,46.8
768,17.2,4.9,0.315,0.312,33.4,6.4,33.7,78.460799683,93.023868765,15.4,45.1
572,21.9,10.1,0.288,0.301,21.4,5.8,44.4,80.442401862,94.90935976,26.0,42.4
670,21.8,9.3,0.354,0.34,33.0,8.0,32.8,74.963662308,93.080269546,21.3,46.2
801,29.2,6.0,0.294,0.269,32.4,6.3,34.8,75.934517778,93.235848194,30.3,51.7
604,23.2,6.0,0.306,0.323,34.6,9.6,44.2,80.522905755,94.837821229,21.8,46.3
776,28.1,9.1,0.332,0.317,32.2,6.9,39.3,79.578419784,94.224562138,26.6,46.6
554,16.8,7.8,0.365,0.345,34.9,6.7,35.9,78.8768112,93.881343058,21.0,44.5
608,22.9,4.4,0.287,0.31,30.6,7.7,36.7,78.997446244,93.878150729,24.5,49.4
754,21.5,11.0,0.31,0.327,31.2,6.9,35.4,78.882257325,93.652615134,22.2,45.3
773,26.5,9.1,0.282,0.291,33.7,4.3,28.2,74.971629958,92.380109645,32.9,44.9
614,24.6,6.2,0.266,0.28,30.8,5.0,28.0,74.097770922,92.506155218,25.9,48.7
740,24.9,5.7,0.292,0.282,34.7,6.0,32.5,74.717480366,93.048084318,25.5,46.5
186,17.7,10.2,0.403,0.39,41.1,8.5,48.8,82.281355556,95.94021792,20.4,42.2
190,15.8,6.8,0.383,0.409,37.6,14.9,40.4,78.889719296,94.348475532,17.4,49.4
660,33.2,6.7,0.255,0.256,32.0,6.3,33.2,76.028692589,93.179293104,33.0,49.0
698,21.8,7.3,0.308,0.321,34.2,7.8,36.5,78.080485208,93.825075741,25.3,49.1
808,18.1,3.6,0.271,0.286,31.5,5.1,29.4,76.173718553,92.670905865,20.2,52.5
222,22.1,9.9,0.336,0.349,35.6,8.1,36.2,74.927539315,93.665279658,24.6,44.8
792,20.5,9.2,0.307,0.324,35.7,7.5,35.0,78.939690712,93.516067978,23.2,47.4
774,19.0,10.7,0.33,0.333,36.4,6.7,33.4,77.202523385,93.205661946,23.2,44.4
598,16.7,5.7,0.314,0.325,32.2,9.4,43.4,80.35574652,94.850298013,23.1,51.0
700,21.4,6.6,0.295,0.314,33.1,6.2,33.9,78.238788099,93.388143017,23.2,48.9
828,21.0,6.0,0.273,0.302,34.3,6.2,35.6,77.656330068,93.426713667,19.7,43.8
776,20.9,9.1,0.313,0.312,32.6,7.9,35.8,78.859518053,93.615714264,21.4,44.1
738,23.6,7.2,0.288,0.306,31.1,6.8,41.1,77.914176275,94.364285538,26.3,48.8
678,29.8,4.4,0.258,0.263,30.5,6.3,27.1,74.004493868,92.361550426,29.8,51.7
698,20.5,11.5,0.332,0.342,35.0,9.4,36.7,75.912309009,93.710812694,26.1,46.4
874,17.5,6.6,0.305,0.293,29.0,4.5,33.0,76.207144634,93.215602668,19.7,45.3
200,13.5,6.5,0.313,0.312,26.6,5.2,40.9,75.1416852,94.450353356,20.4,47.9
566,16.8,6.2,0.298,0.309,32.6,4.0,30.9,77.57521184,92.837656454,18.2,48.6
746,18.9,8.6,0.32,0.321,29.4,4.9,36.6,77.84712888,93.609834208,22.5,41.6
608,15.3,8.1,0.335,0.338,33.1,7.6,37.2,78.339075442,93.950532389,17.2,45.3
651,21.2,7.8,0.321,0.312,32.4,5.9,39.4,79.717407511,94.107362711,19.8,47.8
553,26.4,8.1,0.298,0.299,37.7,6.7,33.0,77.794729774,93.137512663,26.2,47.5
703,26.5,9.2,0.286,0.279,28.4,7.3,34.4,77.782632719,93.231277581,25.5,46.2
707,23.1,7.8,0.306,0.305,31.3,5.6,33.3,76.739003445,93.043328674,21.1,44.1
507,18.7,5.7,0.369,0.354,37.2,7.1,39.3,78.927744595,94.376183081,23.9,48.4
810,23.1,3.7,0.263,0.281,34.1,6.3,33.3,77.091723759,92.997307621,24.1,46.7
196,21.9,11.2,0.292,0.314,29.1,8.7,44.1,78.168283906,94.933530079,24.7,45.8
700,23.1,8.3,0.329,0.309,31.9,5.9,31.9,78.252138085,93.062501128,28.1,49.0
792,19.3,5.2,0.325,0.304,30.2,5.9,31.9,76.509021965,93.006459332,19.0,51.1
